customerID,customerName,address,donationAmount,donationDate
1781194519,Raymond D. Nasher,90607 Livingston Roads Apt. 953,44057,2026-02-19 18:01:46.654166
1360908336,Mrs. Lessing J. Rosenwald,2442 Buckley Mill Apt. 840,30230,2026-03-15 12:54:44.244532
561851638,Mrs. Edward R. Gray,3826 Craig Passage Apt. 023,12324,2026-01-16 11:33:07.241128
1551733601,Emile E. Wolf,980 Catherine Knolls Suite 754,23896,2026-03-13 18:15:38.728572
469369817,Mr. and Mrs. Richard A. Kirstein,478 Richard Green,43294,2026-02-21 17:54:59.681741
723380573,Mr. and Mrs. Martin Atlas,667 Stephen Squares Apt. 590,10576,2026-01-07 05:15:53.199056
1328861515,"Mrs. William B. Coberly, Jr.",55397 Fritz Islands Suite 327,40773,2026-02-08 06:42:05.044430
1224519231,"Guest Services, Inc.",653 Linda Ports,24373,2026-03-11 17:38:57.948467
1574159420,The Honorable and Mrs. Gerard C. Smith,704 Wu Fords,48394,2026-02-15 19:33:20.533582
2105268515,Mrs. Janice H. Levin,53424 Keller Heights,17122,2026-01-30 20:35:42.742741
1877921852,Mrs. Edward W. Carter,035 Williams Trail Suite 616,11700,2026-02-10 16:11:11.509954
1582996534,Mr. Lionel C. Epstein,433 Marissa Groves,11766,2026-01-04 18:28:00.099893
143714275,"Mr. David Rockefeller, Sr.",90182 Parker Corner Suite 473,22851,2026-01-05 05:44:08.954561
152316484,Mr. and Mrs. Benjamin B. Smith,848 Tamara Lodge Apt. 400,20567,2026-01-27 22:31:40.326878
1184754528,Mr. and Mrs. J. Carter Brown,6158 Alex Parkway Suite 930,3455,2026-03-14 10:25:19.429450
1825457757,Mrs. Katharine Graham,78789 Powell Mews,33717,2026-03-11 21:13:33.252009
430970957,Dr. and Mrs. Franklin D. Murphy,07360 Aaron Mill,48104,2026-02-24 23:09:38.190221
242504163,Mr. and Mrs. Julius L. Zelman,05525 Stacy Drive Apt. 485,43707,2026-01-30 22:01:35.406902
1607314574,Mr. Cornelius Van Schaak Roosevelt,861 Peter Gardens Apt. 764,33596,2026-02-12 03:08:50.577324
1463292965,Mr. and Mrs. Donald G. Fisher,154 Hughes Ford Apt. 528,42717,2026-03-03 09:09:51.016497
2109170846,Mrs. Carley R. Dawson,2977 Spencer Field Suite 872,44233,2026-03-13 11:35:58.849647
764764797,Mrs. Anne Eustis Emmet,6918 Choi Crescent,36180,2026-01-28 16:51:29.503170
1637030872,Ms. Catherine Mellon Conover,790 Donna Cliff Suite 835,16098,2026-02-14 17:19:28.100337
1698631553,Mrs. Thomas Hitchcock,28478 Lester Estates,14449,2026-03-17 20:12:16.964267
547384606,Mr. and Mrs. Raymond J. Horowitz,97194 Sandra Manors,20009,2026-02-21 05:17:40.623358
863992909,Mr. and Mrs. Alexander M. Laughlin,239 Smith Run,49568,2026-02-19 06:26:48.719087
380406138,Mr. and Mrs. Morton G. Neumann,493 Michael Gateway,26401,2026-01-13 06:30:17.837300
1620295837,General Dillman A. Rash,4415 Taylor Dam Apt. 810,42322,2026-03-12 12:33:32.678453
1360115077,Dr. Charles A. Ryskamp,83743 Savage Terrace Apt. 994,13062,2026-03-01 08:12:49.984232
624222869,Mr. and Mrs. Richard M. Scaife,8109 Bush Islands Apt. 340,29267,2026-01-05 00:41:07.777902
633045204,Mrs. William D. Vogel,33010 William Extensions Suite 130,9222,2026-03-16 19:13:02.943576
1682422485,Mrs. John F. Walton,04518 Melissa Centers,16376,2026-01-26 21:48:00.532791
187217551,Mrs. Marcia S. Weisman,7451 Erica Hill Apt. 333,28056,2026-03-19 12:51:32.428113
252514627,The Honorable and Mrs. Ronald S. Lauder,347 Robert Ridges Apt. 514,13099,2026-03-18 00:59:49.629097
643997145,"Mr. and Mrs. Burton G. Tremaine, Sr.",9299 Durham Center Suite 811,11790,2026-02-04 11:36:57.917714
206414093,Mrs. John Hay Whitney,0800 Jennifer Shoal,18433,2026-01-24 00:14:27.500194
1667368826,Mrs. Solton Engel,68952 Timothy Key Apt. 036,19783,2026-01-08 05:29:52.262506
182862548,"Mr. John Davis Hatch, Jr.",815 Samantha Drives Apt. 404,26551,2026-03-11 13:03:36.046221
1410824414,Mrs. Rudolf J. Heinemann,35284 Wanda Drives,8650,2026-03-07 15:27:26.523803
1792377039,Mr. Peter W. Josten,24733 Trevor Well,3228,2026-01-27 09:20:11.082155
446172604,Mr. Stephen Spector,639 Sandra Pine Apt. 198,48994,2026-03-06 18:54:26.981706
1397002063,Mr. and Mrs. Jacob Kainen,2573 Smith Fields Apt. 827,27137,2026-02-14 19:47:52.369546
1964763596,Mr. Arthur E. Vershbow,50590 Glen Turnpike Apt. 783,20311,2026-02-11 05:23:40.396349
1040594921,The Very Reverend and Mrs. Charles U. Harris,91230 Hart Forge Suite 930,35875,2026-03-04 12:13:56.471977
272925040,Mrs. Thomas F. Furness,13226 Osborne Hollow Suite 715,32476,2026-01-03 19:30:42.464003
1279960452,The Honorable and Mrs. H. John Heinz III,2392 Hernandez Plaza,20987,2026-02-18 10:05:27.077233
2074438766,Mrs. Rush H. Kress,784 John Bypass Apt. 724,5031,2026-01-03 00:25:51.148474
357423966,Mr. and Mrs. Robert M. Bass,39899 Lance Harbor Apt. 472,43465,2026-01-01 08:45:25.004541
1954009140,Mrs. Lucille Ellis Simon,809 Brittany Club Apt. 778,49352,2026-03-19 03:23:30.878642
1628609265,Robert E. Meyerhoff,820 Christy Estate,15214,2026-01-08 20:04:04.156891
1936836255,Mrs. H. Dunscombe Colt,270 John Terrace Apt. 394,21902,2026-03-17 15:28:20.816894
291609824,Mr. and Mrs. Seymour Schwartz,365 Pierce Roads Suite 129,22298,2026-02-03 01:26:39.974668
2142263152,"Mr. and Mrs. Daniel J. Fraad, Jr.",76990 Holt Cove Apt. 360,12146,2026-02-21 03:11:04.047106
1163591347,Mrs. Robert B. Eichholz,64962 Sparks Green,29030,2026-03-13 03:25:33.548653
1658216795,Mr. Gordon Abbott,38469 Hunter Points,2388,2026-01-29 08:48:53.587886
1202344057,Miss Elisabeth Achelis,5339 Roberts Lodge,9362,2026-03-09 00:00:34.807452
810680436,Mr. Theodore C. Achilles,20753 Jessica Union,22228,2026-02-11 20:43:44.008141
1056258739,Mrs. George Matthew Adams,63451 Jones Islands,15700,2026-03-19 01:00:15.487677
1882372463,George Matthew Adams,45755 Anthony Meadow,49237,2026-03-12 14:15:07.218880
166074542,Mr. and Mrs. William Howard Adams,660 Kelly Villages Apt. 117,16548,2026-02-04 05:14:51.962400
621529995,Mrs. Edward K. Aldworth,40306 Jennifer Mountain Apt. 816,9162,2026-03-10 14:55:39.115639
259605375,"S. Thomas Alexander, III",334 Reyes Green,47648,2026-03-01 19:20:35.832349
1690046444,Mr. W.G. Russell Allen,404 Breanna Shores,7922,2026-03-08 07:01:48.566796
364630198,Mrs. Elsie Alsberg,174 Mark Via Apt. 193,43934,2026-02-26 17:09:00.819188
1917621915,American Curator Fund (Paul Anbinder),524 Patrick Junction,34439,2026-02-24 18:31:41.760984
1192385421,AFL-CIO,85339 Parks Summit,32306,2026-03-12 04:21:08.011000
932302480,Mr. and Mrs. Winslow Ames,0928 Huang Island,30588,2026-01-21 13:17:48.384964
1018329428,Mr. and Mrs. Paul Anbinder,18448 Rodriguez Harbor,36340,2026-01-22 23:27:43.480575
1643444697,Mr. Larry Dale Arnold,704 Roger Village,3598,2026-02-26 07:13:45.907508
1274681799,Madame Marguerite Arp-Hagenbach,897 Lisa Rapid Suite 210,32057,2026-02-11 06:08:56.805802
1200491049,"Art Center, Inc.",588 Jones Stravenue Apt. 823,27839,2026-01-20 00:42:48.196424
1704522787,Artemis Fine Arts Inc.,9331 Monica Neck Suite 028,6076,2026-02-28 18:07:34.911033
262200179,Dr. and Mrs. Joseph Aschheim,430 Craig Manors Suite 820,7432,2026-01-14 04:55:44.663159
542434387,Atlas Foundation,067 Kim Crest,25422,2026-01-07 13:59:47.831119
332940684,Avalon Foundation,2041 Maria Trafficway,48418,2026-03-07 12:14:21.913450
2020111153,Dr. Catherine Lilly Bacon,4885 Hayes Park,6600,2026-03-03 14:41:57.768119
918610808,Mrs. Charles Baird,04734 Ramirez Parkways,21016,2026-03-06 00:41:58.313217
373430423,Miss Edna L. Barbour,743 Gonzales Mountains,24378,2026-01-16 12:43:33.596379
1653399418,David Baron,5348 Sullivan Hills Apt. 748,33467,2026-03-10 15:15:49.757055
1512791640,Mr. and Mrs. Jacques Z. Baruch,667 Dixon Land,20688,2026-02-05 21:09:52.753613
1280028231,Mrs. George Batchelder,94447 Christopher Canyon Suite 317,35943,2026-02-03 04:54:00.210271
1043930673,"Charles Ulrick and Josephine Bay Foundation, Inc.",4579 Johnson Dam Apt. 135,33105,2026-01-04 03:13:51.407868
303444887,Mrs. Williams Beale,235 Julie Union,36293,2026-01-13 19:22:13.197251
527949765,"John Wesley Beatty, Jr.",9281 Bell Coves Suite 620,46548,2026-01-14 11:24:30.575485
725954998,Mrs. Max Beckmann,44916 Justin Alley Apt. 282,24564,2026-01-09 19:48:46.182386
2099056799,Professor Daniel Bell,655 Elizabeth Path,44224,2026-02-15 00:34:18.774490
1590066940,James O. Belden,054 Parker Overpass,17432,2026-01-09 13:28:57.665475
2138524286,Ferdinand Lammot Belin Fund,578 Jack Burg Suite 778,46622,2026-01-22 18:53:06.820904
690848768,Mr. and Mrs. William Benedict,7101 Hill Keys Apt. 627,41558,2026-01-28 10:55:15.723158
285065773,The Honorable William Benton,0629 Williams Square,28044,2026-02-17 10:47:31.907465
1869659068,Mrs. Earle E. Bessey,215 Brown Mission Suite 942,32457,2026-02-15 20:57:56.058226
603922563,Mrs. Albert J. Beveridge,742 Johnson Camp,9686,2026-01-04 11:46:26.678450
1990476900,Dr. and Mrs. Malcolm W. Bick,065 Martinez Inlet Suite 018,7504,2026-02-07 15:08:09.965407
675388145,Dr. Malcolm W. Bick,155 Nicole Court,34538,2026-03-11 20:14:52.612671
1577594779,Dr. Horace Binney,8759 Grant Views Suite 961,17103,2026-02-10 10:21:52.279176
575607908,Countess Mona Bismarck,25506 Ramos Rest,13964,2026-02-13 21:21:11.673676
283252689,Mr. and Mrs. William Draper Blair,017 Nathan Circles,22392,2026-02-10 20:38:01.153376
1088269766,Mr. and Mrs. Robert Woods Bliss,88113 Smith Mountains Suite 357,7438,2026-01-10 08:33:03.050515
1494769111,Dr. Charles Blitzer,055 Anne Coves Apt. 778,16928,2026-02-26 09:04:42.287179
402600630,Mr. C.G. Boerner,45704 Bailey Lodge,44276,2026-02-22 05:55:33.672784
633110494,Mr. Walter L. Bogert,27469 Eric Fords,32503,2026-01-15 03:03:23.971458
1940935001,Ms. Leslie Bokor,8668 Brandon Manors,27067,2026-02-17 23:35:48.749628
1216198055,Mrs. Ralph Harman Booth,7898 Tiffany Radial,42002,2026-01-28 10:10:43.104231
1042857877,Mr. Otis T. Bradley,22456 Anderson Green Apt. 320,24043,2026-02-18 11:42:03.163393
366940842,"Employees of Braniff Airways, Inc.",23938 Joshua Estate,1036,2026-02-11 07:56:13.256645
610133945,Mr. and Mrs. Sam R. Broadbent,488 Williams Wall Suite 448,45965,2026-01-28 01:06:24.211129
916137390,Dr. and Mrs. Harrison Brown,508 Dillon Curve,24706,2026-01-06 04:44:16.882035
1462038840,Mr. J. Carter Brown,4624 Angela Brook Suite 793,10255,2026-01-03 06:00:00.554948
1433511360,Mr. Robert Brown,1968 Kyle Alley,9024,2026-02-19 07:18:46.078957
1149651186,Mrs. Ailsa Mellon Bruce,9236 Seth Burgs,21532,2026-02-05 04:59:43.263774
267142236,Ailsa Mellon Bruce Fund,339 Allen Harbor Suite 339,15344,2026-02-05 11:16:03.469429
516009679,Mr. Michel de Bry,303 Dawn Vista,33163,2026-01-06 05:30:43.958634
2122716162,Miss Ellen T. Bullard,41738 Matthew Common Suite 429,6562,2026-03-05 20:09:18.957770
2035946502,Syma Busiel Fund,8226 Marks Street Suite 070,19486,2026-01-19 13:49:44.536258
1283323941,Dr. Charles Terry Butler,732 Pam Neck Suite 179,47166,2026-02-11 06:21:31.890877
578054257,Mr. and Mrs. Lewis P. Cabot,8142 Sheri Trail Apt. 115,35115,2026-02-05 11:50:38.262061
1313534681,Mrs. Andrew G. Carey,834 Nathan Shore Suite 948,19911,2026-03-11 20:47:05.709386
194776520,June Provines Carey,06350 Collins Lane Suite 521,37721,2026-02-04 10:05:49.775345
327692045,E.A. Carmean Jr.,283 Rodriguez Route,24881,2026-01-08 20:10:59.984588
668408615,Mrs. William H. Carnegie,461 Lisa Crescent,23404,2026-02-02 08:22:04.959963
1449833989,Mrs. Charles S. Carstairs,03463 Tony Burgs Suite 857,45052,2026-01-06 02:11:36.371078
801725094,Miss Elizabeth O. Carville,652 Hunt Locks Apt. 357,30455,2026-01-18 11:15:47.236071
681075784,Mrs. E. C. Chadbourne,1211 Anderson Divide Suite 429,38120,2026-01-10 05:54:32.197734
1208129323,Mr. Pierre Chahine,6202 Martinez Springs,41431,2026-02-06 01:46:15.377038
311118772,Mr. Nathan Chaikin,91245 Alexander Court,38845,2026-03-10 16:20:34.092449
1693822991,Ms. Marian Corbett Chamberlain,9743 Michelle Village Suite 015,39268,2026-02-01 12:37:05.100763
904047080,Mrs. Gilbert W. Chapman,55315 Alicia Mission Suite 734,26225,2026-01-24 07:38:46.434169
1229062968,Charlottesville-Albemarle Foundation,329 Poole Ways,24274,2026-01-30 10:13:07.978776
1907302781,Mrs. Addie Burr Clark,37059 Joseph Drive Suite 030,2897,2026-03-18 08:38:24.316471
241920404,Stephen Carlton Clark,6199 Jacob Curve,32245,2026-02-02 18:24:56.012759
1908999327,Ms. Alice W. Clement,9629 Kyle Fields Apt. 958,1432,2026-01-27 18:11:24.797591
2113020231,Dr. and Mrs. George H. Alexander Clowes,7702 Tiffany Common,34304,2026-03-17 16:43:26.058387
763005404,William Robertson Coe,057 Kelly Camp Suite 936,11063,2026-01-09 00:03:20.301662
1291680134,Coe Foundation,4959 Taylor Estates Suite 108,26690,2026-02-11 07:09:37.460878
443261753,Mr. and Mrs. Ralph F. Colin,15244 Jesse Expressway,49246,2026-02-05 02:38:43.154161
795155290,Collectors Committee,19790 Rocha Drive Apt. 608,44938,2026-01-12 08:04:33.968112
1035195799,Mrs. Philip Connors,975 Jesse Square Suite 098,26448,2026-03-02 13:19:00.026709
374022527,Mrs. Hereward Lester Cooke,6988 Landry Garden,20327,2026-03-18 10:01:46.039823
444752655,Mrs. Edward Corbett,703 Aaron Drives,31171,2026-03-08 19:05:33.833349
165814238,Mrs. Winthrop Murray Crane,52375 Fisher Spring Suite 308,8239,2026-02-11 13:11:22.141378
940237537,Mr. William D. Crockett,913 Warren Ridges Suite 179,7929,2026-01-11 04:10:58.473681
887432936,William Nelson Cromwell Fund,2312 Matthew Isle Suite 282,21595,2026-01-06 11:25:55.422362
498391510,Estate of Frank Crowninshield,12198 Shelton Estate,33518,2026-01-25 17:12:08.100413
1987560931,Mrs. Peter D'Albert,1072 Rogers Valley Suite 146,4632,2026-01-23 03:39:30.230717
607588540,Chester Dale,6992 Molina Landing Suite 392,23368,2026-03-08 13:35:10.316274
1877499038,Chester Dale Fund,9439 Bradley Hollow Apt. 260,8542,2026-01-15 17:57:45.987632
1847148369,Ms. Leslie Dame,958 Wilson Route,43315,2026-02-05 05:41:25.509820
432736974,Mrs. Dwight Filley Davis,581 Sanchez Knoll Apt. 791,33494,2026-03-13 00:26:58.526643
1675982310,Mr. and Mrs. George Willets Davison,92219 Kevin Forest,19835,2026-01-08 09:07:21.851637
1102163370,Frederic A. Delano,4350 Garcia Courts Apt. 332,19365,2026-01-14 00:05:01.604675
789453513,Mrs. Ludwell Denny,73284 Edwards Summit,19352,2026-01-07 14:37:29.242990
2068137504,Mrs. Gordon Dexter,64328 Christian Glen,7163,2026-01-24 19:51:48.851134
2055485547,Mrs. Watson B. Dickerman,4322 Jacob Alley,8797,2026-03-08 15:28:23.832541
282412380,Mrs. Gerhard Heinrich Dieke,985 French Lodge,40082,2026-02-20 03:27:32.561769
1272123111,Mr. John Dimick,43785 Francisco Springs Suite 025,40844,2026-01-05 07:11:56.203206
1545798021,Miss Alice L.C. Dodge,19121 Daniel Plain,31199,2026-03-16 19:52:05.590087
339636846,Edith Stuyvesant Gerry,9529 Erin Ways,18741,2026-01-12 12:43:56.597989
838419454,Mr. Robert Donner,243 Stephanie Motorway,1376,2026-03-05 04:29:01.150391
214758570,Mrs. Charles D. Draper,3160 Gallagher Gardens,10081,2026-03-15 16:15:58.395278
762854152,Dr. and Mrs. E. Arthur Dreskin,714 Justin Radial Apt. 979,33430,2026-01-28 20:20:23.602229
2000835517,Mrs. Cooper R. Drewry,2428 Trevor Summit,33363,2026-03-15 00:14:21.644068
1163870694,Mrs. John Lockwood Pratt,3034 Villarreal Loaf,34883,2026-02-15 08:21:19.673381
1300783388,"Mr. and Mrs. Ernest du Pont, Jr.",5731 Alexander Station Apt. 727,19944,2026-01-20 13:11:39.708792
1658904367,Mr. John L. Eastman,54566 Castro Manors,41832,2026-02-08 03:00:12.015418
930299068,Ms. Dorothy Braude Edinburg,796 Powell Vista Suite 367,37732,2026-01-27 18:43:06.343621
1448268885,Mr. Samuel Efron,14349 Kyle Mission,20881,2026-02-17 07:38:38.011775
1881644490,Mrs. Michael H. Egnal,834 Alice Islands,4648,2026-01-19 08:33:13.176137
1286043205,Mr. and Mrs. Robert B. Eichholz,6896 Charles Manors,33292,2026-01-22 21:26:02.876666
1726260693,Lewis D. Einstein,6540 George Haven Apt. 009,26512,2026-02-14 05:56:22.071027
816873892,"Mrs. William Crowninshield Endicott, Jr.",94910 Morales Glens Apt. 085,13612,2026-01-17 06:06:46.476152
289072533,Estate of Sir Jacob Epstein,458 Douglas Spur,18536,2026-03-18 06:03:37.802394
827928718,Epstein Family Fund,83738 Moore Hill Suite 750,21373,2026-01-25 09:36:18.418355
1590398446,Mr. and Mrs. Frank R. Eyerly,3424 Gary Crossroad,8439,2026-02-21 01:51:25.344933
1774337406,Mrs. Snowdon A. Fahnestock,25645 Watson Causeway,8115,2026-01-29 10:03:03.612190
329720778,Dr. and Mrs. Henry L. Feffer,8813 Denise Trail Apt. 001,18122,2026-02-04 23:15:08.449098
237668709,Mrs. Lyonel Feininger,600 Novak Brooks,15107,2026-02-01 10:06:30.545869
911176013,Mr. and Mrs. Stuart P. Feld,91212 Pamela Falls,33659,2026-01-23 14:39:28.744648
1546268719,Mr. and Mrs. Sidney M. Feldman,830 Bennett Underpass Suite 769,27043,2026-03-10 23:55:07.576934
1484361096,Ms. Barbara Fiedler,49923 Amanda Drive,36911,2026-02-02 05:19:39.093214
2127441418,David Edward Finley,96217 Archer Skyway,37781,2026-03-13 17:33:46.074873
1454063673,David Edward and Margaret Eustis Finley Fund,214 Jonathan Square,5406,2026-02-26 18:12:45.000414
723270330,Mr. John George Fischer,279 Chavez Ways Apt. 095,12093,2026-03-16 03:19:15.478322
1106901183,Mr. John F. Fleming,96843 Heather Pine,2643,2026-01-19 20:15:10.661431
1277225615,Mr. Henry Prather Fletcher,4188 Austin Courts,16252,2026-01-22 10:38:42.979367
772088534,Ford Foundation,81570 Powell Parkways,29050,2026-01-08 15:45:13.052882
142857395,Mrs. Edward Fowles,99771 Mitchell Walk,40095,2026-02-03 19:49:36.269570
1101026722,"Samuel Arlent Edwards, Jr.",814 White Locks Suite 202,23048,2026-03-04 05:53:54.629713
1795805607,Ms. Enriqueta Frankfort,4051 Martin Mountain Apt. 788,8391,2026-02-28 13:43:53.141983
395924029,Mrs. Joanne Freedman,744 Sandra Green,5561,2026-01-28 23:03:49.825738
736830560,William C. Freeman,905 Bradley Bridge,27693,2026-01-04 21:47:37.820843
1957646778,Samuel L. Fuller,2506 Sanchez Mall,14562,2026-03-01 15:57:14.555550
325784827,Mrs. Peter H.B. Frelinghuysen,1834 Brett Glen,24666,2026-02-24 22:04:57.540489
1984005597,French Navy,6741 Peters Ville,44849,2026-03-15 12:09:04.353964
132635430,"Albert M. Friend, Jr.",28101 Terry Locks,12464,2026-02-08 08:04:19.652773
1681930648,Mrs. Angelika Wertheim Frink,300 Flowers Mills Suite 224,39136,2026-02-14 11:10:34.068069
291694124,Dr. Clements Collard Fry,9206 Henderson Ranch Apt. 119,11695,2026-01-19 10:35:51.060455
1881074414,"Fuller Foundation, Inc.",2586 Thomas Fields Suite 649,49423,2026-02-06 13:35:26.526078
2131609294,Admiral and Mrs. Edwin Gaines Fullinwider,0386 Marcus Track Apt. 352,23872,2026-02-11 18:08:22.758676
1983344891,Dr. and Mrs. Robert J. Futoran,375 Wade Circle,2296,2026-03-11 14:59:50.964016
611086864,Mrs. Kenton Kilmer,41690 Matthew Plain Apt. 543,30778,2026-02-07 03:28:31.809160
1696013026,R. Horace Gallatin,71653 Anthony Street,8297,2026-02-20 17:02:58.159748
630229487,Mrs. John E. Gallois,043 Tyler Divide Apt. 229,12795,2026-02-16 00:08:27.800586
866937946,Mr. and Mrs. Edgar William Garbisch,6987 Alvarez Inlet,22074,2026-03-01 05:30:31.509187
1271948223,Martin Gardner,72989 Roberta Spur,13194,2026-02-01 11:03:09.087936
524429383,Mr. George P. Kelly,67874 Cooper Wells Apt. 683,11371,2026-03-04 21:53:53.068380
557216135,Mr. and Mrs. Paul Gebel,85626 Hamilton Springs,42378,2026-02-17 15:41:51.386997
724166400,Gemini G.E.L.,152 Ian Neck Suite 955,39728,2026-01-15 07:16:06.195835
366171285,David Gensburg,61196 Ross Place,36391,2026-02-25 07:38:34.299514
552757448,Friends of Georgia Museum of Art,838 Sharon Gardens Apt. 984,4375,2026-03-18 21:06:23.502631
1424757028,German People,9914 Ivan Glen Suite 685,3572,2026-01-14 20:52:29.750823
618660080,Mrs. Robert Giles,3392 Jennifer Harbor Suite 641,2033,2026-01-03 12:37:15.480492
385065570,Mr. and Mrs. Ira Glackens,7660 Durham Row Suite 236,25097,2026-03-07 21:00:23.806790
213348756,"Lucien Goldschmidt, Inc.",9391 Larry Stream Apt. 711,22877,2026-01-12 18:44:46.482413
197213700,Olga Roosevelt Graves,185 Andrew Garden,16862,2026-01-09 20:14:33.870324
1612125365,Dr. and Mrs. George Benjamin Green,65055 David Dale,37573,2026-01-24 23:22:23.181137
164127525,The Hon. Theodore Francis Green,0177 Mclean Well,38990,2026-01-01 13:16:32.365331
1535412869,Mrs. Irving Gumbel,227 Shannon Tunnel Suite 279,20547,2026-03-14 04:23:49.644195
1674983107,"Michael Hall, Esq.",119 James Lodge Suite 073,33941,2026-03-18 13:42:25.232949
152405692,E.J.L. Hallstrom,791 Jacob Mills,26029,2026-02-09 22:54:25.307648
1678211239,Colonel Charles E. Hammond,96127 Shannon Prairie,37160,2026-01-04 15:41:29.495294
983521318,Dr. Margaret I. Handy,5378 Karen Bridge,17769,2026-01-11 22:09:15.078390
516234290,Ms. Elizabeth Donner Hanson,86017 Cochran Greens,17871,2026-02-25 05:15:02.652059
802602796,The Honorable W. Averell Harriman,00568 Ian Hill,17369,2026-01-31 09:23:01.912558
1370490225,W. Averell Harriman Foundation,3143 Kimberly Parkway Suite 664,47729,2026-01-20 09:43:54.707732
1272207171,Mrs. Leland Harrison,165 Anita Vista Apt. 672,34965,2026-02-07 15:05:10.109067
1206793762,Jane Haslem Gallery,566 Marcus Skyway Suite 956,35086,2026-03-02 15:44:15.554910
1764616447,"William T. Hassett, Jr.",36592 Nicole Fort Apt. 312,43315,2026-03-03 02:32:53.082866
1275471433,Mr. and Mrs. Francis Whiting Hatch Sr.,694 Robin Isle,17167,2026-01-21 08:09:42.628124
651912812,Horace Havemeyer,521 Ronald Fort Apt. 610,17958,2026-01-02 14:00:51.431113
1724049907,Mrs. Horace Havemeyer,1604 Randall Heights,38086,2026-02-07 21:49:58.757129
1639005964,"Joseph H. Hazen Foundation, Inc.",8005 Bruce Ford Apt. 977,27300,2026-01-15 10:17:48.592294
369470971,Mrs. Arthur William Heintzelman,607 Gonzalez Ranch,46358,2026-02-02 19:27:02.008467
219994229,Professor Julius S. Held,88458 Shane Island,29013,2026-03-02 04:12:10.804958
